paragraph|author
Armand, sûr de la probité en en entendant le cri, guida la duchesse qui, fidèle à sa parole, se fit noblement aveugle; mais, en la tenant paternellement par la main pour la faire tantôt monter, tantôt descendre, Montriveau étudia les vives palpitations qui agitaient le cœur de cette femme si promptement envahie par un amour vrai. Madame de Langeais, heureuse de pouvoir lui parler ainsi, se plut à lui tout dire, mais il demeura inflexible; et quand la main de la duchesse l'interrogeait, la sienne restait muette. Enfin, après avoir cheminé pendant quelque temps ensemble, Armand lui dit d'avancer, elle avança, et s'aperçut qu'il empêchait la robe d'effleurer les parois d'une ouverture sans doute étroite. Madame de Langeais fut touchée de ce soin, il trahissait encore un peu d'amour; mais ce fut en quelque sorte l'adieu de Montriveau, car il la quitta sans lui dire un mot. En se sentant dans une chaude atmosphère, la duchesse ouvrit les yeux. Elle se vit seule devant la cheminée du boudoir de la comtesse de Sérizy. Son premier soin fut de réparer le désordre de sa toilette; elle eut promptement rajusté sa robe et rétabli la poésie de sa coiffure.|Balzac
--Ne signe pas, cria le père Goriot. Ne signe jamais cela. Ah! ah! monsieur de Restaud, vous ne savez pas ce que c'est que de rendre une femme heureuse, elle va chercher le bonheur là où il est, et vous la punissez de votre niaise impuissance?... Je suis là, moi, halte là! il me trouvera dans sa route. Nasie, sois en repos. Ah, il tient à son héritier! bon, bon. Je lui empoignerai son fils, qui, sacré tonnerre, est mon petit-fils. Je puis bien le voir, ce marmot? Je le mets dans mon village, j'en aurai soin, sois bien tranquille. Je le ferai capituler, ce monstre-là, en lui disant: A nous deux! Si tu veux avoir ton fils, rends à ma fille son bien, et laisse-la se conduire à sa guise.|Balzac
Delphine le serra par une étreinte folle et l'embrassa vivement, mais sans passion.--Vous m'avez sauvée! Des larmes de joie coulèrent en abondance sur ses joues. Je vais tout vous dire, mon ami. Vous serez mon ami, n'est-ce pas? Vous me voyez riche, opulente, rien ne manque ou je parais ne manquer de rien! Eh! bien, sachez que monsieur de Nucingen ne me laisse pas disposer d'un sou: il paye toute la maison, mes voitures, mes loges; il m'alloue pour ma toilette une somme insuffisante, il me réduit à une misère secrète par calcul. Je suis trop fière pour l'implorer. Ne serais-je pas la dernière des créatures si j'achetais son argent au prix où il veut me le vendre! Comment, moi riche de sept cent mille francs, me suis-je laissé dépouiller? par fierté, par indignation. Nous sommes si jeunes, si naïves, quand nous commençons la vie conjugale! La parole par laquelle il fallait demander de l'argent à mon mari me déchirait la bouche; je n'osais jamais, je mangeais l'argent de mes économies et celui que me donnait mon pauvre père; puis je me suis endettée. Le mariage est pour moi la plus horrible des déceptions, je ne puis vous en parler: qu'il vous suffise de savoir que je me jetterais par la fenêtre s'il fallait vivre avec Nucingen autrement qu'en ayant chacun notre appartement séparé. Quand il a fallu lui déclarer mes dettes de jeune femme, des bijoux, des fantaisies (mon pauvre père nous avait accoutumées à ne nous rien refuser), j'ai souffert le martyre; mais enfin j'ai trouvé le courage de les dire. N'avais-je pas une fortune à moi? Nucingen s'est emporté, il m'a dit que je le ruinerais, des horreurs! J'aurais voulu être à cent pieds sous terre. Comme il avait pris ma dot, il a payé; mais en stipulant désormais pour mes dépenses personnelles une pension à laquelle je me suis résignée, afin d'avoir la paix. Depuis, j'ai voulu répondre à l'amour-propre de quelqu'un que vous connaissez, dit-elle. Si j'ai été trompée par lui, je serais mal venue à ne pas rendre justice à la noblesse de son caractère. Mais enfin il m'a quittée indignement! _On_ ne devrait jamais abandonner une femme à laquelle on a jeté, dans un jour de détresse, un tas d'or! _On_ doit l'aimer toujours! Vous, belle âme de vingt et un ans, vous jeune et pur, vous me demanderez comment une femme peut accepter de l'or d'un homme? Mon Dieu! n'est-il pas naturel de tout partager avec l'être auquel nous devons notre bonheur? Quand on s'est tout donné, qui pourrait s'inquiéter d'une parcelle de ce tout? L'argent ne devient quelque chose qu'au moment où le sentiment n'est plus. N'est-on pas lié pour la vie? Qui de nous prévoit une séparation en se croyant bien aimée? Vous nous jurez un amour éternel, comment avoir alors des intérêts distincts? Vous ne savez pas ce que j'ai souffert aujourd'hui, lorsque Nucingen m'a positivement refusé de me donner six mille francs, lui qui les donne tous les mois à sa maîtresse, une fille de l'Opéra! Je voulais me tuer. Les idées les plus folles me passaient par la tête. Il y a eu des moments où j'enviais le sort d'une servante, de ma femme de chambre. Aller trouver mon père, folie! Anastasie et moi nous l'avons égorgé: mon pauvre père se serait vendu s'il pouvait valoir six mille francs. J'aurais été le désespérer en vain. Vous m'avez sauvée de la honte et de la mort, j'étais ivre de douleur. Ah! monsieur, je vous devais cette explication: j'ai été bien déraisonnablement folle avec vous. Quand vous m'avez quittée, et que je vous ai eu perdu de vue, je voulais m'enfuir à pied... où? je ne sais. Voilà la vie de la moitié des femmes de Paris: un luxe extérieur, des soucis cruels dans l'âme. Je connais de pauvres créatures encore plus malheureuses que je ne le suis. Il y a pourtant des femmes obligées de faire faire de faux mémoires par leurs fournisseurs. D'autres sont forcées de voler leurs maris: les uns croient que des cachemires de cent louis se donnent pour cinq cents francs, les autres qu'un cachemire de cinq cents francs vaut cent louis. Il se rencontre de pauvres femmes qui font jeûner leurs enfants, et grappillent pour avoir une robe. Moi, je suis pure de ces odieuses tromperies. Voici ma dernière angoisse. Si quelques femmes se vendent à leurs maris pour les gouverner, moi au moins je suis libre! Je pourrais me faire couvrir d'or par Nucingen, et je préfère pleurer la tête appuyée sur le cœur d'un homme que je puisse estimer. Ah! ce soir monsieur de Marsay n'aura pas le droit de me regarder comme une femme qu'il a payée. Elle se mit le visage dans ses mains, pour ne pas montrer ses pleurs à Eugène, qui lui dégagea la figure pour la contempler, elle était sublime ainsi.--Mêler l'argent aux sentiments, n'est-ce pas horrible? Vous ne pourrez pas m'aimer, dit-elle.|Balzac
--Toi, mon bel Adolphe! toi, pour qui je donnerais ma vie. Toutes les choses de passion que l'on m'a dites et que j'inspirais, je les ressens pour toi! Pendant certains moments je ne comprenais rien à l'existence, mais maintenant je sais comment nous aimons, et jusqu'à présent j'étais aimée seulement, moi je n'aimais pas. Je quitterais tout pour toi, emmène-moi. Si tu le veux, prends-moi comme un jouet, mais laisse-moi près de toi jusqu'à ce que tu me brises.|Balzac
Eugène, qui s'était senti déjà plusieurs fois des mouvements de jalousie, ne pouvait pas blâmer ce mot, qui renfermait le principe de toutes les ingratitudes.|Balzac
--Silence, monsieur, je ne veux pas en entendre davantage, vous me feriez douter de moi-même. En ce moment le sentiment est toute ma science.|Balzac
Le père Goriot parlait tout seul, madame de Nucingen avait emmené Rastignac dans le cabinet où le bruit d'un baiser retentit, quelque légèrement qu'il fût pris. Cette pièce était en rapport avec l'élégance de l'appartement, dans lequel d'ailleurs rien ne manquait.|Balzac
--Ah! Eh! bien, vous êtes au cœur de ma famille; vous serez peut-être le dernier parent, le dernier ami de qui j'aurai serré la main; je puis donc réclamer de vous un bon office. Rendez-moi, mon cher vidame, un service que je ne saurais demander à mon père, ni à mon oncle Grandlieu, ni à aucune femme. Vous devez me comprendre. Je vous supplie de m'obéir, et d'oublier que vous m'avez obéi, quelle que soit l'issue de vos démarches. Il s'agit d'aller, muni de cette lettre, chez monsieur de Montriveau, de le voir, de la lui montrer, de lui demander, comme vous savez d'homme à homme demander les choses, car vous avez entre vous une probité, des sentiments que vous oubliez avec nous, de lui demander s'il voudra bien la lire, non pas en votre présence, les hommes se cachent certaines émotions. Je vous autorise, pour le décider, et si vous le jugez nécessaire, à lui dire qu'il s'en va de ma vie ou de ma mort. S'il daigne...|Balzac
En ce moment, le jeune officier se trouvait près de sa maîtresse anonyme, qui ne savait certes pas être doublement infidèle. Madame Jules était là, naïvement posée, comme la femme la moins artificieuse du monde, douce, pleine d'une sérénité majestueuse. Quel abîme est donc la nature humaine? Avant d'entamer la conversation, le baron regardait alternativement et cette femme et son mari. Que de réflexions ne fit-il pas? Il recomposa toutes les Nuits d'Young en un moment. Cependant la musique retentissait dans les appartements, la lumière y était versée par mille bougies, c'était un bal de banquier, une de ces fêtes insolentes par lesquelles ce monde d'or mat essayait de narguer les salons d'or moulu où riait la bonne compagnie du faubourg Saint-Germain, sans prévoir qu'un jour la Banque envahirait le Luxembourg et s'assiérait sur le trône. Les conspirations dansaient alors, aussi insouciantes des futures faillites du pouvoir que des futures faillites de la Banque. Les salons dorés de monsieur le baron de Nucingen avaient cette animation particulière que le monde de Paris, joyeux en apparence du moins, donne aux fêtes de Paris. Là, les hommes de talent communiquent aux sots leur esprit, et les sots leur communiquent cet air heureux qui les caractérise. Par cet échange, tout s'anime. Mais une fête de Paris ressemble toujours un peu à un feu d'artifice: esprit, coquetterie, plaisir, tout y brille et s'y éteint comme des fusées. Le lendemain, chacun a oublié son esprit, ses coquetteries et son plaisir.|Balzac
--Mariquita! cria le jeune homme en rugissant, je sais maintenant tout ce dont je voulais encore douter.|Balzac
La douairière sonna pour avoir ses doubles besicles, et, lorsqu'elle eut jeté les yeux sur le papier, elle manifesta la plus grande surprise.|Balzac
--Quoi! si demain vous étiez riche et heureuse, si une immense fortune vous tombait des nues, vous aimeriez encore le jeune homme pauvre qui vous aurait plu durant vos jours de détresse?|Balzac
Monsieur de Montriveau se laissa complaisamment présenter à la duchesse de Langeais, qui, suivant l'habitude des personnes auxquelles un goût exquis fait éviter les banalités, l'accueillit sans l'accabler ni de questions ni de compliments, mais avec une sorte de grâce respectueuse qui devait flatter un homme supérieur, car la supériorité suppose chez un homme un peu de ce tact qui fait deviner aux femmes tout ce qui est sentiment. Si elle manifesta quelque curiosité, ce fut par ses regards; si elle complimenta, ce fut par ses manières; et elle déploya cette chatterie de paroles, cette fine envie de plaire qu'elle savait montrer mieux que personne. Mais toute sa conversation ne fut en quelque sorte que le corps de la lettre, il devait y avoir un post-scriptum où la pensée principale allait être dite. Quand, après une demi-heure de causeries insignifiantes, et dans lesquelles l'accent, les sourires, donnaient seuls de la valeur aux mots, monsieur de Montriveau parut vouloir discrètement se retirer, la duchesse le retint par un geste expressif.|Balzac
Le duc s'arrêta soudain, comme s'il concevait une idée lumineuse, et dit à son voisin:--Vous avez donc vendu Thornthon?|Balzac
Jacquet fut assez heureux pour éviter à son ami ces paroles épouvantables pour des cœurs saignants, et ils arrivèrent au lieu du repos. En voyant cette terre fraîchement remuée, et où des maçons avaient enfoncé des fiches afin de marquer la place des dés de pierre nécessaires au serrurier pour poser sa grille, Jules s'appuya sur l'épaule de Jacquet, en se soulevant par intervalles, pour jeter de longs regards sur ce coin d'argile où il lui fallait laisser les dépouilles de l'être par lequel il vivait encore.|Balzac
Ce jeune homme appartenait à une bonne famille dont la noblesse n'était pas d'ailleurs très-ancienne; mais il y a si peu d'anciennes familles aujourd'hui, que tous les jeunes gens sont anciens sans conteste. Son aïeul avait acheté une charge de Conseiller au Parlement de Paris, où il était devenu Président. Ses fils, pourvus chacun d'une belle fortune, entrèrent au service, et, par leurs alliances, arrivèrent à la cour. La révolution avait balayé cette famille; mais il en était resté une vieille douairière entêtée qui n'avait pas voulu émigrer; qui, mise en prison, menacée de mourir et sauvée au 9 thermidor, retrouva ses biens. Elle fit revenir en temps utile, vers 1804, son petit-fils Auguste de Maulincour, l'unique rejeton des Charbonnon de Maulincour, qui fut élevé par la bonne douairière avec un triple soin de mère, de femme noble et de douairière entêtée. Puis, quand vint la Restauration, le jeune homme, alors âgé de dix-huit ans, entra dans la Maison-Rouge, suivit les princes à Gand, fut fait officier dans les Gardes du corps, en sortit pour servir dans la Ligne, fut rappelé dans la Garde royale, où il se trouvait alors, à vingt-trois ans, chef d'escadron d'un régiment de cavalerie, position superbe, et due à sa grand'mère, qui, malgré son âge, savait très-bien son monde. Cette double biographie est le résumé de l'histoire générale et particulière, sauf les variantes, de toutes les familles qui ont émigré, qui avaient des dettes et des biens, des douairières et de l'entregent. Madame la baronne de Maulincour avait pour ami le vieux vidame de Pamiers, ancien Commandeur de l'Ordre de Malte. C'était une de ces amitiés éternelles fondées sur des liens sexagénaires, et que rien ne peut plus tuer, parce qu'au fond de ces liaisons il y a toujours des secrets de cœur humain, admirables à deviner quand on en a le temps, mais insipides à expliquer en vingt lignes, et qui feraient le texte d'un ouvrage en quatre volumes, amusant comme peut l'être _le Doyen de Killerine_, une de ces œuvres dont parlent les jeunes gens, et qu'ils jugent sans les avoir lues. Auguste de Maulincour tenait donc au faubourg Saint-Germain par sa grand'mère et par le vidame, et il lui suffisait de dater de deux siècles pour prendre les airs et les opinions de ceux qui prétendent remonter à Clovis. Ce jeune homme pâle, long et fluet, délicat en apparence, homme d'honneur et de vrai courage d'ailleurs, qui se battait en duel sans hésiter pour un oui, pour un non, ne s'était encore trouvé sur aucun champ de bataille, et portait à sa boutonnière la croix de la Légion-d'Honneur. C'était, vous le voyez, une des fautes vivantes de la Restauration, peut-être la plus pardonnable. La jeunesse de ce temps n'a été la jeunesse d'aucune époque: elle s'est rencontrée entre les souvenirs de l'Empire et les souvenirs de l'Émigration, entre les vieilles traditions de la cour et les études consciencieuses de la bourgeoisie, entre la religion et les bals costumés, entre deux Fois politiques, entre Louis XVIII qui ne voyait que le présent, et Charles X qui voyait trop en avant; puis, obligée de respecter la volonté du roi quoique la royauté se trompât. Cette jeunesse incertaine en tout, aveugle et clairvoyante, ne fut comptée pour rien par des vieillards jaloux de garder les rênes de l'État dans leurs mains débiles, tandis que la monarchie pouvait être sauvée par leur retraite, et par l'accès de cette jeune France de laquelle aujourd'hui les vieux doctrinaires, ces émigrés de la Restauration, se moquent encore. Auguste de Maulincour était une victime des idées qui pesaient alors sur cette jeunesse, et voici comment. Le vidame était encore, à soixante-sept ans, un homme très-spirituel, ayant beaucoup vu, beaucoup vécu, contant bien, homme d'honneur, galant homme, mais qui avait, à l'endroit des femmes, les opinions les plus détestables: il les aimait et les méprisait. Leur honneur, leurs sentiments? Tarare, bagatelles et momeries! Près d'elles, il croyait en elles, le ci-devant _monstre_, il ne les contredisait jamais, et les faisait valoir. Mais, entre amis, quand il en était question, le vidame posait en principe que tromper les femmes, mener plusieurs intrigues de front, devait être toute l'occupation des jeunes gens, qui se fourvoyaient en voulant se mêler d'autre chose dans l'État. Il est fâcheux d'avoir à esquisser un portrait si suranné. N'a-t-il pas figuré partout? et littérairement, n'est-il pas presque aussi usé que celui d'un grenadier de l'empire? Mais le vidame eut sur la destinée de monsieur de Maulincour une influence qu'il était nécessaire de consacrer; il le moralisait à sa manière, et voulait le convertir aux doctrines du grand siècle de la galanterie. La douairière, femme tendre et pieuse, assise entre son vidame et Dieu, modèle de grâce et de douceur, mais douée d'une persistance de bon goût qui triomphe de tout à la longue, avait voulu conserver à son petit-fils les belles illusions de la vie, et l'avait élevé dans les meilleurs principes; elle lui donna toutes ses délicatesses, et en fit un homme timide, un vrai sot en apparence. La sensibilité de ce garçon, conservée pure, ne s'usa point au dehors, et lui resta si pudique, si chatouilleuse, qu'il était vivement offensé par des actions et des maximes auxquelles le monde n'attachait aucune importance. Honteux de sa susceptibilité, le jeune homme la cachait sous une assurance menteuse, et souffrait en silence; mais il se moquait, avec les autres, de choses que seul il admirait. Aussi fut-il trompé, parce que, suivant un caprice assez commun de la destinée, il rencontra dans l'objet de sa première passion, lui, homme de douce mélancolie et spiritualiste en amour, une femme qui avait pris en horreur la sensiblerie allemande. Le jeune homme douta de lui, devint rêveur, et se roula dans ses chagrins, en se plaignant de ne pas être compris. Puis, comme nous désirons d'autant plus violemment les choses qu'il nous est plus difficile de les avoir, il continua d'adorer les femmes avec cette ingénieuse tendresse et ces félines délicatesses dont le secret leur appartient et dont peut-être veulent-elles garder le monopole. En effet, quoique les femmes se plaignent d'être mal aimées par les hommes, elles ont néanmoins peu de goût pour ceux dont l'âme est à demi féminine. Toute leur supériorité consiste à faire croire aux hommes qu'ils leur sont inférieurs en amour; aussi quittent-elles assez volontiers un amant, quand il est assez inexpérimenté pour leur ravir les craintes dont elles veulent se parer, ces délicieux tourments de la jalousie à faux, ces troubles de l'espoir trompé, ces vaines attentes, enfin tout le cortége de leurs bonnes misères de femme; elles ont en horreur les Grandisson. Qu'y a-t-il de plus contraire à leur nature qu'un amour tranquille et parfait? Elles veulent des émotions, et le bonheur sans orages n'est plus le bonheur pour elles. Les âmes féminines assez puissantes pour mettre l'infini dans l'amour, constituent d'angéliques exceptions, et sont parmi les femmes ce que sont les beaux génies parmi les hommes. Les grandes passions sont rares comme les chefs-d'œuvre. Hors cet amour, il n'y a que des arrangements, des irritations passagères, méprisables, comme tout ce qui est petit.|Balzac
--Ah! vous êtes de parole, exact comme l'aurore. Entrez donc, monsieur, lui dit la vieille passementière en le reconnaissant. Je vous ai apprêté une tasse de café à la crème, au cas où... reprit-elle quand la porte fut fermée. Ah! de la vraie crème, un petit pot que j'ai vu traire moi-même à la vacherie que nous avons dans le marché des Enfants-Rouges.|Balzac
En un moment, il lui dit mille paroles insensées avec la rapidité d'un torrent qui bondit entre des rochers, et répète le même son, sous mille formes différentes.|Balzac
Vautrin, le père Goriot et Rastignac descendirent ensemble et se trouvèrent, par suite de leur retard, placés à côté les uns des autres à table. Eugène marqua la plus grande froideur à Vautrin pendant le dîner, quoique jamais cet homme, si aimable aux yeux de madame Vauquer, n'eût déployé autant d'esprit. Il fut pétillant de saillies, et sut mettre en train tous les convives. Cette assurance, ce sang-froid consternaient Eugène.|Balzac
--L'on vous croyait partie; mais mon frère Ronquerolles m'a dit avoir vu vos gens qui vous attendent.|Balzac
Comme tous les esprits rétrécis, madame Vauquer avait l'habitude de ne pas sortir du cercle des événements, et de ne pas juger leurs causes. Elle aimait à s'en prendre à autrui de ses propres fautes. Quand cette perte eut lieu, elle considéra l'honnête vermicellier comme le principe de son infortune, et commença dès lors, disait-elle, à se dégriser sur son compte. Lorsqu'elle eut reconnu l'inutilité de ses agaceries et de ses frais de représentation, elle ne tarda pas à en deviner la raison. Elle s'aperçut alors que son pensionnaire avait déjà, selon son expression, ses allures. Enfin il lui fut prouvé que son espoir si mignonnement caressé reposait sur une base chimérique, et qu'elle ne tirerait jamais rien de cet homme-là, suivant le mot énergique de la comtesse, qui paraissait être une connaisseuse. Elle alla nécessairement plus loin en aversion qu'elle n'était allée dans son amitié. Sa haine ne fut pas en raison de son amour, mais de ses espérances trompées. Si le cœur humain trouve des repos en montant les hauteurs de l'affection, il s'arrête rarement sur la pente rapide des sentiments haineux. Mais monsieur Goriot était son pensionnaire, la veuve fut donc obligée de réprimer les explosions de son amour-propre blessé, d'enterrer les soupirs que lui causa cette déception, et de dévorer ses désirs de vengeance, comme un moine vexé par son prieur. Les petits esprits satisfont leurs sentiments, bons ou mauvais, par des petitesses incessantes. La veuve employa sa malice de femme à inventer de sourdes persécutions contre sa victime. Elle commença par retrancher les superfluités introduites dans sa pension. «Plus de cornichons, plus d'anchois: c'est des duperies!» dit-elle à Sylvie, le matin où elle rentra dans son ancien programme. Monsieur Goriot était un homme frugal, chez qui la parcimonie nécessaire aux gens qui font eux-mêmes leur fortune était dégénérée en habitude. La soupe, le bouilli, un plat de légumes, avaient été, devaient toujours être son dîner de prédilection. Il fut donc bien difficile à madame Vauquer de tourmenter son pensionnaire, de qui elle ne pouvait en rien froisser les goûts. Désespérée de rencontrer un homme inattaquable, elle se mit à le déconsidérer, et fit ainsi partager son aversion pour Goriot par ses pensionnaires, qui, par amusement, servirent ses vengeances. Vers la fin de la première année, la veuve en était venue à un tel degré de méfiance, qu'elle se demandait pourquoi ce négociant, riche de sept à huit mille livres de rente, qui possédait une argenterie superbe et des bijoux aussi beaux que ceux d'une fille entretenue, demeurait chez elle, en lui payant une pension si modique relativement à sa fortune. Pendant la plus grande partie de cette première année, Goriot avait souvent dîné dehors une ou deux fois par semaine; puis, insensiblement, il en était arrivé à ne plus dîner en ville que deux fois par mois. Les petites parties fines du sieur Goriot convenaient trop bien aux intérêts de madame Vauquer pour qu'elle ne fût pas mécontente de l'exactitude progressive avec laquelle son pensionnaire prenait ses repas chez elle. Ces changements furent attribués autant à une lente diminution de fortune qu'au désir de contrarier son hôtesse. Une des plus détestables habitudes de ces esprits lilliputiens est de supposer leurs petitesses chez les autres. Malheureusement, à la fin de la deuxième année, monsieur Goriot justifia les bavardages dont il était l'objet, en demandant à madame Vauquer de passer au second étage, et de réduire sa pension à neuf cents francs. Il eut besoin d'une si stricte économie qu'il ne fit plus de feu chez lui pendant l'hiver. La veuve Vauquer voulut être payée d'avance; à quoi consentit monsieur Goriot, que dès lors elle nomma le père Goriot. Ce fut à qui devinerait les causes de cette décadence. Exploration difficile! Comme l'avait dit la fausse comtesse, le père Goriot était un sournois, un taciturne. Suivant la logique des gens à tête vide, tous indiscrets parce qu'ils n'ont que des riens à dire, ceux qui ne parlent pas de leurs affaires en doivent faire de mauvaises. Ce négociant si distingué devint donc un fripon, ce galantin fut un vieux drôle. Tantôt, selon Vautrin, qui vint vers cette époque habiter la Maison Vauquer, le père Goriot était un homme qui allait à la Bourse et qui, suivant une expression assez énergique de la langue financière, _carottait_ sur les rentes après s'y être ruiné. Tantôt c'était un de ces petits joueurs qui vont hasarder et gagner tous les soirs dix francs au jeu. Tantôt on en faisait un espion attaché à la haute police; mais Vautrin prétendait qu'il n'était pas assez rusé pour _en être_. Le père Goriot était encore un avare qui prêtait à la petite semaine, un homme qui nourrissait des numéros à la loterie. On en faisait tout ce que le vice, la honte, l'impuissance engendrent de plus mystérieux. Seulement, quelque ignoble que fussent sa conduite ou ses vices, l'aversion qu'il inspirait n'allait pas jusqu'à le faire bannir: il payait sa pension. Puis il était utile, chacun essuyait sur lui sa bonne ou mauvaise humeur par des plaisanteries ou par des bourrades. L'opinion qui paraissait plus probable, et qui fut généralement adoptée, était celle de madame Vauquer. A l'entendre, cet homme si bien conservé, sain comme son œil et avec lequel on pouvait avoir encore beaucoup d'agrément, était un libertin qui avait des goûts étranges. Voici sur quels faits la veuve Vauquer appuyait ses calomnies. Quelques mois après le départ de cette désastreuse comtesse qui avait su vivre pendant six mois à ses dépens, un matin, avant de se lever, elle entendit dans son escalier le froufrou d'une robe de soie et le pas mignon d'une femme jeune et légère qui filait chez Goriot, dont la porte s'était intelligemment ouverte. Aussitôt la grosse Sylvie vint dire à sa maîtresse qu'une fille trop jolie pour être honnête, _mise comme une divinité_, chaussée en brodequins de prunelle qui n'étaient pas crottés, avait glissé comme une anguille de la rue jusqu'à sa cuisine, et lui avait demandé l'appartement de monsieur Goriot. Madame Vauquer et sa cuisinière se mirent aux écoutes, et surprirent plusieurs mots tendrement prononcés pendant la visite, qui dura quelque temps. Quand monsieur Goriot reconduisit _sa dame_, la grosse Sylvie prit aussitôt son panier, et feignit d'aller au marché, pour suivre le couple amoureux.|Balzac
--Je le vois, vous n'avez pas honte de moi, vous! Laissez-moi vous embrasser. Et il serra l'étudiant dans ses bras. Vous la rendrez bien heureuse, promettez-le-moi! Vous irez ce soir, n'est-ce pas?|Balzac
