paragraph|author
Et c’est de cela qu’il s’était laissé séparer!  c’est de cet être adorable, c’est de ce cœur, c’est de cette adoption, c’est de cette tendresse, c’est de ce divin regard aveugle, le seul qui le vît sur la terre, qu’il s’était éloigné!  Dea, c’était sa sœur; car il sentait d’elle à lui la grande fraternité de l’azur, ce mystère qui contient tout le ciel.  Dea, quand il était petit, c’était sa vierge; car tout enfant a une vierge, et la vie a toujours pour commencement un mariage d’âmes consommé en pleine innocence, par deux petites virginités ignorantes.  Dea, c’était son épouse, car ils avaient le même nid sur la plus haute branche du profond arbre Hymen.  Dea, c’était plus encore, c’était sa clarté; sans elle tout était le néant et le vide, et il lui voyait une chevelure de rayons.  Que devenir sans Dea?  que faire de tout ce qui était lui?  Rien de lui ne vivait sans elle. Comment donc avait-il pu la perdre de vue un moment?  O infortuné!  Entre son astre et lui il avait laissé se faire l’écart, et, dans ces redoutables gravitations ignorées, l’écart est tout de suite l’abîme!  Où était-elle, l’étoile?  Dea!  Dea! Dea!  Dea!  Hélas!  il avait perdu sa lumière.  Otez l’astre, qu’est le ciel?  une noirceur.  Mais pourquoi donc tout cela s’était-il en allé?  Oh!  comme il avait été heureux!  Dieu pour lui avait refait l’éden;--trop, hélas!--jusqu’à y laisser rentrer le serpent!  mais cette fois ce qui avait été tenté, c’était l’homme.  Il avait été attiré au dehors, et là, piège affreux, il était tombé dans le chaos des rires noirs qui est l’enfer! Malheur!  malheur!  que tout ce qui l’avait fasciné était effroyable!  Cette Josiane, qu’était-ce?  oh!  l’horrible femme, presque bête, presque déesse!  Gwynplaine était à présent sur le revers de son élévation, et il voyait l’autre côté de son éblouissement.  C’était funèbre.  Cette seigneurie était difforme, cette couronne était hideuse, cette robe de pourpre était lugubre, ces palais étaient vénéneux, ces trophées, ces statues, ces armoiries étaient louches, l’air malsain et traître qu’on respirait là vous rendait fou.  Oh!  les haillons du saltimbanque Gwynplaine étaient des resplendissements!  Oh!  où étaient la Green-Box, la pauvreté, la joie, la douce vie errante ensemble comme des hirondelles?  On ne se quittait pas, on se voyait à toute minute, le soir, le matin, à table on se poussait du coude, on se touchait du genou, on buvait au même verre, le soleil entrait par la lucarne, mais il n’était que le soleil, et Dea était l’amour.  La nuit, on se sentait endormis pas loin les uns des autres, et le rêve de Dea venait se poser sur Gwynplaine, et le rêve de Gwynplaine allait mystérieusement s’épanouir au-dessus de Dea!  On n’était pas bien sûr, au réveil, de n’avoir pas échangé des baisers dans la nuée bleue du songe.  Toute l’innocence était dans Dea, toute la sagesse était dans Ursus. On rôdait de ville en ville; on avait pour viatique et pour cordial la franche gaîté aimante du peuple.  On était des anges vagabonds, ayant assez d’humanité pour marcher ici-bas, et pas tout à fait assez d’ailes pour s’envoler.  Et maintenant, disparition!  Où était tout cela?  Était-ce possible que tout se fût effacé!  Quel vent de la tombe avait soufflé?  C’était donc éclipsé!  c’était donc perdu!  Hélas, la sourde toute-puissance qui pèse sur les petits dispose de toute l’ombre, et est capable de tout!  Qu’est-ce qu’on leur avait fait?  Et il n’avait pas été là, lui, pour les protéger, pour se mettre au travers, pour les défendre, comme lord, avec son titre, sa seigneurie et son épée, comme bateleur, avec ses poings et ses ongles!  Et ici survenait une réflexion amère, la plus amère de toutes peut-être.  Eh bien, non, il n’eût pas pu les défendre!  C’était lui précisément qui les perdait.  C’était pour le préserver d’eux, lui lord Clancharlie, c’était pour isoler sa dignité de leur contact, que l’infâme omnipotence sociale s’était appesantie sur eux.  La meilleure façon pour lui de les protéger, ce serait de disparaître, on n’aurait plus de raison de les persécuter.  Lui de moins, on les laisserait tranquilles.  Glaçante ouverture où sa pensée entrait.  Ah!  pourquoi s’était-il laissé séparer de Dea?  Est-ce que son premier devoir n’était pas envers Dea? Servir et défendre le peuple?  mais Dea, c’était le peuple!  Dea, c’était l’orpheline, c’était l’aveugle, c’était l’humanité!  Oh! que leur avait-on fait?  Cuisson cruelle du regret!  son absence avait laissé le champ libre à la catastrophe.  Il eût partagé leur sort.  Ou il les eût pris et emportés avec lui, ou il se fût englouti avec eux.  Que devenir sans eux maintevant?  Gwynplaine sans Dea, était-ce possible?  Dea de moins, c’est tout de moins! Ah!  c’était fini.  Ce groupe bien-aimé était à jamais enfoui dans l’irréparable évanouissement.  Tout était épuisé. D’ailleurs, condamné et damné comme l’était Gwynplaine, à quoi bon lutter plus longtemps?  Il n’y avait plus rien à attendre, ni des hommes, ni du ciel.  Dea!  Dea!  où est Dea?  Perdue!  Quoi, perdue!  Qui a perdu son âme n’a plus pour la retrouver qu’un lieu, la mort.|Hugo
Les quatre derniers, tous en moire noire, étaient distincts les uns des autres, le premier par une cape bleue, le deuxième par un saint Georges écarlate sur l’estomac, le troisième par deux croix cramoisies brodées sur sa poitrine et sur son dos, le quatrième par un collet de fourrure noire appelée peau de sabelline.  Tous étaient en perruque, nu-tête, et avaient l’épée au côté.|Hugo
Anne, suffisamment informée de la difformité de Gwynplaine, ne voulant point faire tort à sa sœur, à laquelle avaient été substitués les biens des Clancharlie, décida avec bonheur que la duchesse Josiane serait épousée par le nouveau lord, c’est-à-dire par Gwynplaine.|Hugo
Ainsi la félicité idéale était trouvée, la joie parfaite de la vie était réalisée, le mystérieux problème du bonheur était résolu.  Et par qui?  par deux misérables.|Hugo
Vinos et Fibi partageaient le repas, mais gênaient peu.  Ces deux vagabondes, à demi sauvages et restées effarées, parlaient bréhaigne entre elles.|Hugo
--_Prodigus, devorator, profusus, salax, ruffianus, ebriosus, luxuriosus, simulator, consumptor patrimonii, elluo, ambro, et gluto._|Hugo
Il s’était retiré en Suisse.  Il habitait une espèce de haute masure au bord du lac de Genève.  Il s’était choisi cette demeure dans le plus âpre recoin du lac, entre Chillon où est le cachot de Bonnivard, et Vevoy où est le tombeau de Ludlow.  Les Alpes sévères, pleines de crépuscules, de souffles et de nuées, l’enveloppaient; et il vivait là, perdu dans ces grandes ténèbres qui tombent des montagnes.  Il était rare qu’un passant le rencontrât.  Cet homme était hors de son pays, presque hors de son siècle.  En ce moment, pour ceux qui étaient au courant et qui connaissaient les affaires du temps, aucune résistance aux conjonctures n’était justifiable.  L’Angleterre était heureuse; une restauration est une réconciliation d’époux; prince et nation ont cessé de faire lit à part; rien de plus gracieux et de plus riant; la Grande-Bretagne rayonnait; avoir un roi, c’est beaucoup, mais de plus on avait un charmant roi; Charles II était aimable, homme de plaisir et de gouvernement, et grand à la suite de Louis XIV; c’était un gentleman et un gentilhomme; Charles II était admiré de ses sujets; il avait fait la guerre de Hanovre, sachant certainement pourquoi, mais le sachant tout seul; il avait vendu Dunkerque à la France, opération de haute politique; les pairs démocrates, desquels Chamberlayne a dit: «La maudite république infecta avec son haleine puante plusieurs de la haute noblesse», avaient eu le bon sens de se rendre à l’évidence, d’être de leur époque, et de reprendre leur siège à la noble chambre; il leur avait suffi pour cela de prêter au roi le serment d’allégeance.  Quand on songeait à toutes ces réalités, à ce beau règne, à cet excellent roi, à ces augustes princes rendus par la miséricorde divine à l’amour des peuples; quand on se disait que des personnages considérables, tels que Monk, et plus lard Jeffreys, s’étaient ralliés au trône, qu’ils avaient été justement récompensés de leur loyauté et de leur zèle par les plus magnifiques charges et par les fonctions les plus lucratives, que lord Clancharlie ne pouvait l’ignorer, qu’il n’eut tenu qu’a lui d’être glorieusement assis à côté d’eux dans les honneurs, que l’Angleterre était remontée, grâce à son roi, au sommet de la prospérité, que Londres n’était que fêtes et carrousels, que tout le monde était opulent et enthousiasmé, que la cour était galante, gaie et superbe; si, par hasard, loin de ces splendeurs, dans on ne sait quel demi-jour lugubre ressemblant à la tombée de la nuit, on apercevait ce vieillard vêtu des mêmes habits que le peuple, pâle, distrait, courbé, probablement du côté de la tombe, debout au bord du lac, à peine attentif à la tempête et à l’hiver, marchant comme au hasard, l’œil fixe, ses cheveux blancs secoués par le vent de l’ombre, silencieux, solitaire, pensif, il était difficile de ne pas sourire.|Hugo
Toute action commise est une traite tirée sur le grand payeur ignoré.  Celle-ci venait d’arriver à échéance avec l’endos sinistre _Jussu regis_.|Hugo
 L’enfant demeura immobile sur le rocher, l’œil fixe.  Il n’appela point.  Il ne réclama point.  C’était inattendu pourtant; il ne dit pas une parole.  Il y avait dans le navire le même silence.  Pas un cri de l’enfant vers ces hommes, pas un adieu de ces hommes à l’enfant.  Il y avait des deux parts une acceptation muette de l’intervalle grandissant.  C’était comme une séparation de mânes au bord d’un styx.  L’enfant, comme cloué sur la roche que la marée haute commençait à baigner, regarda la barque s’éloigner.  On eût dit qu’il comprenait.  Quoi?  que comprenait-il?  l’ombre.|Hugo
Une brise faible agitait la chaîne, et ce qui pendait à la chaîne vacillait doucement.  Cette masse passive obéissait aux mouvements diffus des étendues; elle avait on ne sait quoi de panique; l’horreur qui disproportionne les objets lui ôtait presque la dimension en lui laissant le contour; c’était une condensation de noirceur ayant un aspect; il y avait de la nuit dessus et de la nuit dedans; cela était en proie au grandissement sépulcral; les crépuscules, les levers de lune, les descentes de constellations derrière les falaises, les flottaisons de l’espace, les nuages, toute la rose des vents, avaient fini par entrer dans la composition de ce néant visible; cette espèce de bloc quelconque suspendu dans le vent participait de l’impersonnalité éparse au loin sur la mer et dans le ciel, et les ténèbres achevaient cette chose qui avait été un homme.|Hugo
Gwynplaine, précédé de l’huissier de la verge noire, de Manteau-Bleu et de Jarretière, pénétra dans ce compartiment privilégié.|Hugo
Ses cheveux avaient été teints couleur d’ocre une fois pour toutes; secret qu’on a retrouvé de nos jours.  Les jolies femmes en usent; ce qui enlaidissait autrefois est aujourd’hui jugé bon pour embellir.  Gwynplaine avait les cheveux jaunes.  Cette peinture des cheveux, apparemment corrosive, les avait laissés laineux et bourrus au toucher.  Ce hérissement fauve, plutôt crinière que chevelure, couvrait et cachait un profond crâne fait pour contenir de la pensée, L’opération quelconque, qui avait ôté l’harmonie au visage et mis toute cette chair en désordre, n’avait pas eu prise sur la boîte osseuse.  L’angle facial de Gwynplaine était puissant et surprenant.  Derrière ce rire il y avait une âme, faisant, comme nous tous, un songe.|Hugo
On avait dépassé Chatham et l’embouchure de la Medway.  On approchait de la mer.  La sérénité ténébreuse de l’étendue était telle que la descente de la Tamise se faisait sans complication; aucune manœuvre n’était nécessaire, et aucun matelot n’avait été appelé sur le pont.  A l’autre extrémité du navire, le patron, toujours seul à la barre, gouvernait.  A l’arrière, il n’y avait que cet homme; à l’avant, la lanterne éclairait l’heureux groupe de ces êtres qui venaient de faire, au fond du malheur subitement changé en félicité, cette jonction inespérée.|Hugo
Josiane faisait un peu espionner lord David par un homme à elle, en qui elle avait confiance, et qui se nommait Barkilphedro.|Hugo
Chaque lame, à mesure qu’ils approchaient, ajoutait vingt coudées au cap affreusement amplifié dans la brume.  La décroissance d’intervalle semblait de plus en plus irrémédiable.  Ils touchaient à la lisière du singe.  Le premier pli qui les saisirait les entraînerait.  Encore un flot franchi, tout était fini.|Hugo
Il se rappelait tout ce qu’Ursus lui avait dit de ces hautes existences quasi royales; les divagations du philosophe, qui lui avaient semblé inutiles, devenaient pour lui des jalons de méditation; nous n’avons souvent dans la mémoire qu’une couche d’oubli très mince, laquelle, dans l’occasion, laisse tout à coup voir ce qui est dessous; il se représentait ce monde auguste, la seigneurie, dont était cette femme, inexorablement superposé au monde infime, le peuple, dont il était.  Et même était-il du peuple?  N’était-il pas, lui bateleur, au-dessous de ce qui est au-dessous?  Pour la première fois, depuis qu’il avait l’âge de réflexion, il eut vaguement le cœur serré de sa bassesse, que nous appellerions aujourd’hui abaissement.  Les peintures et les énumérations d’Ursus, ses inventaires lyriques, ses dithyrambes de châteaux, de parcs, de jets d’eau et de colonnades, ses étalages de la richesse et de la puissance, revivaient dans la pensée de Gwynplaine avec le relief d’une réalité mêlée aux nuées.  Il avait l’obsession de ce zénith.  Qu’un homme pût être un lord, cela lui semblait chimérique.  Cela était pourtant. Chose incroyable!  il y avait des lords!  mais étaient-ils de chair et d’os, comme nous?  C’était douteux.  Il se sentait, lui, au fond de l’ombre, avec de la muraille tout autour lui, et il apercevait dans un lointain suprême, au-dessus de sa tête, comme par l’ouverture d’un puits au fond duquel il serait, cet éblouissant pêle-mêle d’azur, de figures et de rayons qui est l’olympe.  Au milieu de cette gloire resplendissait la duchesse.|Hugo
La difformité, c’est l’expulsion.  La cécité, c’est le précipice. L’expulsion était adoptée; le précipice était habitable.|Hugo
Sitôt que le patron l’avait quitté, le docteur avait courbé sous le capot de chambre sa stature peu commode, et était entré dans la cabine.  Là il s’était assis près du fourneau, sur un chouquet; il avait tiré de sa poche un encrier de chagrin et un portefeuille de cordouan; il avait extrait du portefeuille un parchemin plié en quatre, vieux, taché et jaune; il avait déplié cette feuille, pris une plume dans l’étui de son encrier, posé à plat le portefeuille sur son genou et le parchemin sur le portefeuille, et, sur le verso de ce parchemin, au rayonnement de la lanterne qui éclairait le cuisinier, il s’était mis à écrire. Les secousses du flot le gênaient.  Le docteur écrivit longuement.|Hugo
Presque rien au dehors, toute en racines, telle était l’influence de Barkilphedro sur la reine.  Rien de plus difficile à arracher que ces mauvaises herbes de cour; elles s’enfoncent très avant et n’offrent aucune prise extérieure.  Sarcler Roquelaure, Triboulet ou Brummel, est presque impossible.|Hugo
En dehors de ce qui est, pour les bateleurs comme pour les princes, «la vie publique», Dea était comme Fibi et Vinos, vêtue d’une jupe florentine en toile fleurie et d’un capingot de femme qui, n’ayant pas de manches, laissait les bras libres.  Ursus et Gwynplaine portaient des capingots d’hommes, et, comme les matelots de guerre, de grandes chausses à la marine.  Gwynplaine avait en outre, pour les travaux et les exercices de force, autour du cou et sur les épaules une esclavine de cuir.  Il soignait les chevaux.  Ursus et Homo avaient soin l’un de l’autre.|Hugo
Lord David assistait aux boxes, et il en était la règle vivante. Dans les grandes performances, c’était lui qui faisait planter les pieux et tendre les cordes, et qui fixait le nombre de toises qu’aurait le carré de combat.  S’il était second, il suivait pied à pied son boxeur, une bouteille dans une main, une éponge dans l’autre, lui criait: _Strike fair_[1], lui suggérait les ruses, le conseillait combattant, l’essuyait sanglant, le ramassait renversé, le prenait sur ses genoux, lui mettait le goulot entre les dents, et de sa propre bouche pleine d’eau lui soufllait une pluie fine dans les yeux et dans les oreilles, ce qui ranime le mourant.  S’il était arbitre, il présidait à la loyauté des coups, interdisait à qui que ce fût, hors les seconds, d’assister les combattants, déclarait vaincu le champion qui ne se plaçait pas bien en face de l’adversaire, veillait à ce que le temps des ronds ne dépassât pas une demi-minute, faisait obstacle au butting, donnait tort à qui cognait avec la tête, empêchait de frapper l’homme tombé à terre.  Toute cette science ne le faisait point pédant et n’ôtait rien à son aisance dans le monde.|Hugo
Il ne poussait aucun cri, il n’aboyait pas, il cheminait muet. Homo, en toute occasion, suivait son instinct et faisait son devoir, mais avait la réserve pensive du proscrit.|Hugo
Et puis le côté faible de la femme se sent gardé par toute cette casuistique de la galanterie qui tient lieu de scrupules aux précieuses.  C’est une circonvallation avec fossé.  Toute précieuse a un air de répugnance.  Cela protège.|Hugo
Ici tout ce qu’il avait en lui se soulevait.  Non, il n’était pas un spectre, il était un homme.  Il le leur avait dit, il le leur avait crié, il était l’Homme.|Hugo
--Entendre cette cloche dans la tempête, quand le noroit souffle, c’est être perdu.  Pourquoi?  le voici.  Si vous entendez le bruit de cette cloche, c’est que le vent vous l’apporte.  Or le vent vient de l’ouest et les brisants d’Aurigny sont à l’est. Vous ne pouvez entendre la cloche que parce que vous êtes entre la bouée et les brisants.  C’est sur ces brisants que le vent vous pousse.  Vous êtes du mauvais côté de la bouée.  Si vous étiez du bon, vous seriez au large, en haute mer, en route sûre, et vous n’entendriez pas la cloche.  Le vent n’en porterait pas le bruit vers vous.  Vous passeriez, près de la bouée sans savoir qu’elle est là.  Nous avons dévié.  Cette cloche, c’est le naufrage qui sonne le tocsin.  Maintenant, avisez!|Hugo
Le désespoir de la situation n’avait plus ni ressource, ni palliatif.  On avait épuisé le dernier expédient.|Hugo
Ce déchaînement d’envie contre Gwynplaine ne se tint pas pour battu, pour quelques giffles de Tom-Jim-Jack.  Les huées ayant avorté, les saltimbanques du Tarrinzeau-field rédigèrent une supplique.  Ils s’adressèrent à l’autorité.  C’est la marche ordinaire.  Contre un succès qui nous gêne, on ameute la foule, puis on implore le magistrat.|Hugo
 Peu à peu les bancs de la chambre se garnirent.  Les lords commencèrent à arriver.  L’ordre du jour était le vote du bill augmentant de cent mille livres sterling la dotation annuelle de Georges de Danemark, duc de Cumberland, mari de la reine.  En outre, il était annoncé que divers bills consentis par sa majesté allaient être apportés à la chambre par des commissaires de la couronne ayant pouvoir et charge de les sanctionner, ce qui érigeait la séance en séance royale.  Les pairs avaient tous leur robe de parlement par-dessus leur habit de cour ou de ville. Cette robe, semblable à celle dont était revêtu Gwynplaine, était la même pour tous, sinon que les ducs avaient cinq bandes d’hermine avec bordure d’or, les marquis quatre, les comtes et les vicomtes trois, et les barons deux.  Les lords entraient par groupes.  On s’était rencontré dans les couloirs, on continuait les dialogues commencés.  Quelques-uns venaient seuls.  Les costumes étaient solennels, les attitudes point; ni les paroles. Tous, en entrant, saluaient le trône.|Hugo
«En Bedforshire, Wrest-House-and-Park, qui est tout un pays enclos de fossés et de murailles, avec bois, rivières et collines, est à Henri, marquis de Kent.|Hugo
--Si tu savais!  le soir, quand nous jouons la pièce, à l’instant où ma main touche ton front...--Oh!  tu as une noble tête, Gwynplaine!--...  à l’instant où je sens tes cheveux sous mes doigts, c’est un frisson, j’ai une joie du ciel, je me dis: Dans tout ce monde de noirceur qui m’enveloppe, dans cet univers de solitude, dans cet immense écroulement obscur où je suis, dans cet effrayant tremblement de moi et de tout, j’ai un point d’appui, le voilà.  C’est lui.--C’est toi.|Hugo
L’homme, matelot probable, qui écoutait du dehors, entra dans la salle basse de l’inn, la traversa, paya quelque monnaie qu’on lui demanda, pénétra dans une cour pleine de public, aperçut au fond de la cour une baraque à roues, toute grande ouverte, et vit sur ce tréteau un homme vieux vêtu d’une peau d’ours, un homme jeune qui avait l’air d’un masque, une fille aveugle, et un loup.|Hugo
Si vous voulez conserver une vieille chose, humaine ou divine, code ou dogme, patriciat ou sacerdoce, n’en refaites rien à neuf, pas même l’enveloppe.  Mettez des pièces, tout au plus.  Par exemple, le jésuitisme est une pièce mise au catholicisme. Traitez les édifices comme vous traitez les institutions.|Hugo
Ensuite, avec la lenteur d’un glas, sans un geste, aussi immobile que le patient, le shériff éleva la voix.|Hugo
Les baladins et bateleurs de Tarrinzeau-field furent effarés de Gwynplaine.  Un épervier s’abattant dans une cage de chardonnerets et leur becquetant leur mangeoire, tel fut l’effet. Gwynplaine leur dévora leur public.|Hugo
En même temps le wapentake se courba, saisit par les tempes entre ses deux mains la tête du patient, tourna cette tête inerte vers Gwynplaine, et de ses deux pouces et de ses deux index écarta les paupières fermées.  Les yeux farouches de l’homme apparurent.|Hugo
Une lame de travers, colossale, vint, et s’abattit sur l’arrière. Il y a toujours dans les tempêtes une sorte de vague tigre, flot féroce et définitif, qui arrive à point nommé, rampe quelque temps comme à plat ventre sur la mer, puis bondit, rugit, grince, fond sur le navire en détresse, et le démembre.  Un engloutissement d’écume couvrit toute la poupe de la _Matutina_, on entendit dans cette mêlée d’eau et de nuit une dislocation. Quand l’écume se dissipa, quand l’arrière reparut, il n’y avait plus ni patron, ni gouvernail.|Hugo
Les deux brehaignes, abruties d’obéissance, s’installèrent avec leurs instruments à leur place habituelle aux deux angles du panneau abaisse.|Hugo
Quand ce nuage tomba à la mer, quant l’écart se refit entre la vague et le rocher, les six hommes roulaient sur le pont; mais la _Matutina_ fuyait le long du brisant.  La poutre avait tenu bon et déterminé une déviation.  En quelques secondes, le glissement de la lame étant effréné, les Casquets furent derrière l’ourque. La _Matutina,_ pour l’instant, était hors de péril immédiat.|Hugo
Puis elle se haussa sur ses coudes, un profond éclair traversa ses yeux, et elle eut un ineffable sourire.  Sa voix éclata, vivante.|Hugo
Le docteur laissa passer un redoublement de la bise, attendit que le son de la cloche eût repris le dessus, et poursuivit:|Hugo
Il alla à la porte qui n’était fermée qu’au pêne, l’ouvrit, regarda, sans dire un mot, les gens de police, et il lui jaillit de l’index un éclair d’autorité.  Tout le groupe entra avec ce silence où l’on entrevoit l’approche de quelque chose de sévère.|Hugo
Gwynplaine retint son haleine pour ne pas perdre un mot de ce que disait Ursus, et voici ce qu’il entendit:|Hugo
Ces hommes étaient les commissaires royaux.  Le premier était le lord haut-trésorier d’Angleterre, Godolphin, le second était le lord-président du conseil, Pembroke, le troisième était le lord du sceau privé, Newcastle.|Hugo
Il approcha de l’inn en faisant le moins de bruit possible.  Il connaissait le réduit, ancienne niche de chien de garde, où couchait Govicum; ce réduit, contigu à la salle basse, avait une lucarne sur la place, Gwynplaine gratta doucement la vitre. Réveiller Govicum suffisait.|Hugo
La masse liée à la chaîne offrait la ressemblance d’une gaine. Elle était emmaillottée comme un enfant et longue comme un homme. Il y avait en haut une rondeur autour de laquelle l’extrémité de la chaîne s’enroulait.  La gaine se déchiquetait à sa partie inférieure.  Des décharnements sortaient de ces déchirures.|Hugo
 Tout à coup la dormeuse se réveilla.  Elle se dressa sur son séant avec une majesté brusque et harmonieuse; ses cheveux de blonde soie floche se répandirent avec un doux tumulte sur ses reins; sa chemise tombante laissa voir son épaule très bas; elle toucha de sa main délicate son orteil rose, et regarda quelques instants son pied nu, digne d’être adoré par Périclés et copié par Phidias; puis elle s’étira et bâilla comme une tigresse au soleil levant.|Hugo
Il avait rédigé les chartes de plusieurs cercles de la high life; il avait fait des fondations d’élégance dont une, _Lady Guinea_, existait encore à Pall Mall en 1772.  _Lady Guinea_ était un cercle où foisonnait toute la jeune lordship.  On y jouait.  Le moindre enjeu était un rouleau de cinquante guinées, et il n’y avait jamais moins de vingt mille guinées sur la table.  Près de chaque joueur se dressait un guéridon pour poser la tasse de thé et la sébile de bois doré où l’on met les rouleaux de guinées. Les joueurs avaient, comme les valets quand ils fourbissent les couteaux, des manches de cuir, lesquelles protégeaient leurs dentelles, des plastrons de cuir qui garantissaient leurs fraises, et sur la tête, pour abriter leurs yeux, à cause de la grande lumière des lampes, et maintenir en ordre leur frisure, de larges chapeaux de paille couverts de fleurs.  Ils étaient masqués, pour qu’on ne vît pas leur émotion, surtout au jeu de quinze, Tous avaient sur le dos leurs habits à l’envers, afin d’attirer la chance.|Hugo
La lecture achevée, le docteur posa le parchemin à plat sur le capot, saisit la plume, et, sur une marge blanche ménagée au bas de ce qu’il avait écrit, il signa:|Hugo
A la suite du wapentake, défilèrent, débouchant de dessous le guichet, en ordre, deux par deux, avec la rigidité d’une série de poteaux qui marcheraient, des hommes silencieux.|Hugo
Le Danemark avait payé sa virginité, _virginitas empta_, comme disent les vieilles chartes, d’un douaire de six mille deux cent cinquante livres sterling de rente, pris sur le bailliage de Wardinbourg et sur l’île de Fehmarn.|Hugo
Le rire fit explosion de nouveau.  Et sous ce rire grondait la colère en basse continue.  Un des pairs mineurs, Lionel Cranseild Sackville, comte de Dorset et de Middlesex, se leva debout sur son banc, ne riant pas, grave comme il sied à un futur législateur, et, sans dire un mot, regarda Gwynplaine avec son frais visage de douze ans en haussant les épaules.  Ce qui fit que l’évêque de Saint-Asaph se pencha à l’oreille de l’évêque de Saint-David assis à côté de lui, et lui dit, en montrant Gwynplaine:--Voilà le fou!  et en montrant l’enfant: Voilà le sage!|Hugo
L’intérieur d’un tour, tapissé de velours bleu prince, apparut avec une lettre sur une assiette d’or.|Hugo
Le shériff, ayant dans sa main gauche le bouquet, prit dans l’autre main sa baguette blanche, se plaça droit devant Gwynplaine toujours assis, lui fit une révérence profonde, puis, autre attitude de solennité, renversa sa tête en arrière, et, regardant Gwynplaine en face, lui dit:|Hugo
Mais ni l’un ni l’autre n’étaient en colère.  On compta trois reprises molles.  Révérend Docteur Gumdraith, un des quarante associés d’All Souls Colleges[1], cria: Qu’on leur entonne du gin!|Hugo
Mathieu de Westminster prend acte de ce que «la loi saxonne, fort clémente et débonnaire», ne punissait pas de mort les criminels, et il ajoute: «On se bornait à leur couper le nez, à leur crever les yeux, et à leur arracher les parties qui distinguent le sexe.» Seulement!|Hugo
--L’amour, sais-tu comment le bon Dieu allume ce feu-là?  Il met la femme en bas, le diable entre deux; l’homme sur le diable. Une allumette, c’est-à-dire un regard, et voilà que tout flambe.|Hugo
La lecture achevée, le docteur posa le parchemin à plat sur le capot, saisit la plume, et, sur une marge blanche ménagée au bas de ce qu’il avait écrit, il signa:|Hugo
L’ourque dansait hideusement dans l’angoisse des flots.  Le pont avait les convulsions d’un diaphragme qui cherche à vomir.  On eût dit qu’il faisait effort pour rejeter les naufragés.  Eux, inertes, se cramponnaient aux manœuvres dormantes, au bordage, au traversin, au serre-bosse, aux garcettes, aux cassures du franc-bord embouffeté dont les clous leur déchiraient les mains, aux porques déjetées, à tous les reliefs misérables du délabrement.  De temps en temps ils prêtaient l’oreille.  Le bruit de la cloche allait s’affaiblissant.  On eût dit qu’elle aussi agonisait.  Son tintement n’était plus qu’un râle intermittent.  Puis ce râle s’éteignit.  Où étaient-ils donc?  et à quelle distance étaient-ils de la bouée?  Le bruit de la cloche les avait effrayés, son silence les terrifia.  Le noroit leur faisait faire un chemin peut-être irréparable.  Ils se sentaient emportés par une frénétique reprise d’haleine.  L’épave courait dans le noir.  Une vitesse aveuglée, rien n’est plus affreux. Ils sentaient du précipice devant eux, sous eux, sur eux.  Ce n’était plus une course, c’était une chute.|Hugo
Il faisait chaque jour des pas en avant, sous terre.  On avait besoin de Barkilphedro.  Plusieurs grands l’honoraient de leur confiance au point de le charger dans l’occasion d’une commission honteuse.|Hugo
La barre et l’homme qu’on venait d’y lier s’en étaient allés avec la vague dans le pêle-mêle hennissant de la tempête.|Hugo
Il existe des réalités ici-bas qui sont comme des issues sur l’inconnu, par où la sortie de la pensée semble possible, et où l’hypothèse se précipite.  La conjecture a son _compelle intrare_.  Si l’on passe en certains lieux et devant certains objets, on ne peut faire autrement que de s’arrêter en proie aux songes, et de laisser son esprit s’avancer là dedans.  Il y a dans l’invisible d’obscures portes entre-bâillées.  Nul n’eût pu rencontrer ce trépassé sans méditer.|Hugo
Ursus, en voyant grandir Gwynplaine, avait tiré l’horoscope de sa difformité.--_On a fait ta fortune_, lui avait-il dit.|Hugo
--Je me sens dégradée près de toi, quel bonheur!  Être altesse, comme c’est fade!  Je suis auguste, rien de plus fatigant. Déchoir repose.  Je suis si saturée de respect que j’ai besoin de mépris.  Nous sommes toutes un peu des extravagantes, à commencer par Vénus, Cléopâtre, mesdames de Chevreuse et de Longueville, et à finir par moi.  Je t’afficherai, je le déclare.  Voilà une amourette qui fera une contusion à la royale famille Stuart dont je suis.  Ah!  je respire!  J’ai trouvé l’issue.  Je suis hors de là majesté.  Être déclassée, c’est être délivrée.  Tout rompre, tout braver, tout faire, tout défaire, c’est vivre.  Écoute, je t’aime.|Hugo
Du reste, la torture n’a jamais existé en Angleterre.  C’est l’histoire qui le dit.  L’aplomb de l’histoire est beau.|Hugo
Avoir l’oreille du roi, c’est tirer et pousser à sa fantaisie le verrou de la conscience royale, et fourrer dans cette conscience ce qu’on veut.  L’esprit du roi, c’est votre armoire.  Si vous êtes chiffonnier, c’est votre hotte.  L’oreille des rois n’est pas aux rois; c’est ce qui fait qu’en somme ces pauvres diables sont peu responsables.  Qui ne possède pas sa pensée, ne possède pas son action.  Un roi, cela obéit.|Hugo
Sombre confiance voulue par la nature, car il semble que le dernier allaitement soit possible à une mère, même après le dernier soupir.|Hugo
